allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,pushPings,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,matchID
0,1,8,0,0,0,0,11011,13,555,Pyke,0,2,9,1566,2746,1566,13129,0,11,6,0,0,True,0,3,False,False,False,False,False,True,1,8969,8175,1,UTILITY,1,1,0,2420,3857,2055,6691,3179,3117,3364,25,1,2,BOTTOM,0,2,1,830,0,0,13939,0,0,0,0,0,0,0,0,10,0,13628,4180,10510,1449,0,0,SUPPORT,0,39,63,39,7,6,4,3,14,273,SparkMasterTape,False,200,UTILITY,14,2135,20073,5007,0,25994,3835,0,45,32,390,1,0,6445,826,1544,0,2,5,0,0,124,7,19,59,True,NA1_4569518924
0,15,3,0,0,0,0,16386,16,75,Nasus,0,7,2,5967,29036,5967,59271,0,7,0,2,1,True,16,0,False,False,False,False,False,True,0,16836,16450,1,TOP,0,0,4,6632,3110,3075,3158,3065,3742,3340,22,2,14,TOP,37,9,2,540,42641,7883,7059,0,4,0,0,0,0,0,22,1,0,144800,17776,25992,664,0,0,SOLO,0,220,25,48,13,5,4,7,6,360,Silvador,False,100,TOP,19,1873,200125,26675,0,37506,4907,0,176,1054,202,1,0,12682,1015,4455,2,2,11,0,0,15,0,2,9,False,NA1_4569271113
0,0,5,0,0,0,0,11512,14,127,Lissandra,0,1,2,937,3660,937,13159,0,12,0,0,0,True,16,0,False,False,False,False,False,True,0,8393,8385,0,MIDDLE,0,0,4,1056,1052,3157,3020,6655,0,3340,17,0,2,MIDDLE,0,0,1,277,99846,10689,9859,0,0,0,0,0,0,0,0,3,0,8501,947,15741,5689,0,0,SOLO,0,98,33,47,28,5,14,4,4,258,HowardWjr,False,100,MIDDLE,33,1873,109660,12950,0,27047,1035,0,129,218,314,1,0,1312,1312,1445,1,1,11,0,0,15,0,2,8,False,NA1_4569271113
0,2,9,1,0,0,0,13021,15,51,Caitlyn,0,3,9,3818,7608,3818,8857,0,7,2,0,1,True,4,0,False,False,False,False,False,True,0,11888,11425,1,BOTTOM,0,0,4,2055,3006,3031,6672,0,3033,3363,28,0,2,BOTTOM,1195,0,1,561,363,283,7474,0,11,0,0,0,0,0,2,4,0,163974,10475,11259,4568,1,0,CARRY,0,53,14,18,4,4,7,5,4,569,a Handsome Bro,False,100,BOTTOM,7,1873,182047,12085,0,19586,2032,726,201,44,181,3,0,17710,1325,852,0,1,11,0,0,23,3,5,11,False,NA1_4569271113
0,0,9,0,0,0,0,11169,13,99,Lux,0,2,3,114,602,114,10149,0,11,1,0,0,True,0,0,False,False,False,False,False,True,0,7247,6825,0,UTILITY,0,0,4,3853,6655,2420,3108,1029,3020,3364,16,0,0,BOTTOM,0,0,0,381,64715,15226,3904,0,0,0,0,0,0,0,0,5,0,3346,444,11843,5675,0,0,SUPPORT,0,47,48,138,13,4,4,0,14,585,Miss Huo,False,100,UTILITY,49,1873,68263,15873,1833,16175,36,0,45,220,232,1,0,201,201,427,0,0,11,0,0,25,1,2,14,False,NA1_4569271113
1,14,9,0,0,0,4,18323,17,6,Urgot,0,17,4,6565,11405,6565,40363,0,7,3,2,0,True,14,5,False,False,False,True,False,True,0,16679,14975,1,TOP,1,2,0,3748,6662,3047,3071,3075,1057,3364,26,2,12,TOP,34,4,2,273,2287,89,12958,0,39,0,0,0,0,0,51,6,0,192146,23496,16397,4030,0,0,SOLO,0,54,133,26,10,3,12,4,4,128,Tipizi 2,False,200,TOP,36,1873,204786,26382,0,30783,7025,0,187,1381,209,1,0,10352,2795,1427,2,5,3,0,0,31,3,5,4,True,NA1_4569271113
0,2,19,0,2,0,1,16532,17,234,Viego,0,0,2,4414,66915,4414,36291,0,6,0,0,2,True,0,0,False,False,False,False,False,True,0,13560,12800,0,JUNGLE,0,4,0,6333,6632,3111,3071,3155,0,3340,18,1,5,JUNGLE,0,2,1,508,14214,2008,9918,0,132,0,0,0,0,0,1,7,0,167032,16395,24915,3607,0,0,NONE,0,198,103,71,18,21,11,5,4,361,SoulScoob,False,200,JUNGLE,25,1873,227375,19948,0,37859,11736,0,44,176,171,1,0,46128,1544,3026,1,6,3,0,0,21,3,2,11,True,NA1_4569271113
0,2,8,0,0,0,3,16070,16,142,Zoe,0,10,6,5188,11703,5188,9434,0,5,4,2,1,True,7,4,False,False,False,False,False,True,5,14330,12350,0,MIDDLE,0,2,0,1056,3089,3020,4644,3135,1058,3340,20,4,13,MIDDLE,482,3,2,455,120201,24303,5485,2,12,0,0,0,0,0,10,8,0,19133,1980,13746,5675,0,0,SOLO,0,261,22,56,42,4,4,5,14,142,SuckOneBJ,False,200,MIDDLE,38,1873,150425,29810,0,19898,4122,566,150,137,165,3,0,11089,3526,666,2,4,3,0,0,27,4,2,13,True,NA1_4569271113
0,1,16,0,0,0,4,15720,16,222,Jinx,0,3,5,11658,24745,11658,10312,0,4,4,3,0,True,6,3,True,False,False,False,False,True,1,13720,12800,0,BOTTOM,3,3,0,3094,6672,0,3006,3031,3035,3363,21,2,9,BOTTOM,830,5,2,878,3584,611,6866,0,28,0,0,0,0,0,3,9,0,158632,18789,11313,5528,0,0,CARRY,0,94,49,16,12,4,4,5,7,314,Holyholey,False,200,BOTTOM,11,1873,183707,21395,0,18390,4559,843,164,73,120,5,0,21490,1995,211,6,7,3,0,0,42,4,4,15,True,NA1_4569271113
0,7,11,0,0,0,2,9647,12,147,Seraphine,0,7,6,1873,5255,1873,5054,0,1,3,0,0,True,12,1,False,True,False,False,False,True,1,10577,10375,1,UTILITY,0,2,0,3853,6653,3100,0,3011,3020,3364,20,2,6,BOTTOM,0,4,1,1051,40708,10045,4383,0,0,0,0,0,0,0,11,10,0,2845,698,5080,5639,0,0,SUPPORT,0,60,38,46,6,4,4,4,14,400,pleep,False,200,UTILITY,20,1873,44039,11229,397,9524,3188,603,36,161,28,4,0,485,485,60,0,3,3,0,0,72,3,4,35,True,NA1_4569271113
0,0,13,0,0,0,0,20832,18,35,Shaco,0,0,3,5053,9675,5053,19236,0,5,1,0,0,True,0,0,False,False,False,False,False,False,2,13986,12425,0,TOP,0,0,0,3157,1056,4630,3089,6653,3158,3340,20,3,7,TOP,0,3,1,727,138116,31671,8818,0,8,0,0,1,0,0,0,1,0,29562,1044,15826,3155,0,0,SOLO,0,70,126,134,560,6,12,7,14,119,Clara Gentle,False,100,TOP,49,2153,174337,35508,0,24895,4029,0,221,1104,228,1,0,6658,2792,250,1,5,2,0,0,26,1,4,12,True,NA1_4569246105
0,5,25,0,2,0,2,19524,18,32,Amumu,0,7,4,3627,45154,3627,58937,0,7,3,0,3,True,0,1,False,False,False,False,False,False,0,14530,12075,0,JUNGLE,0,0,0,3068,1028,3047,4637,6665,3076,3364,26,1,4,JUNGLE,4,2,1,469,170562,24512,13260,0,163,0,0,0,0,0,22,2,0,27925,1380,26213,3898,0,0,NONE,0,99,134,168,9,5,4,22,11,109,KA2ST,False,100,JUNGLE,53,2153,261048,32604,0,40486,6596,0,23,277,221,1,0,62559,6711,1012,2,5,2,0,0,27,3,2,5,True,NA1_4569246105
0,2,15,0,0,0,1,19972,18,777,Yone,0,17,3,797,38810,797,53905,0,5,1,0,0,True,0,3,False,False,False,False,False,False,14,18174,16955,0,MIDDLE,0,0,0,3031,6673,6333,3072,1038,3006,3364,21,3,12,MIDDLE,1007,4,1,614,31673,8729,9458,0,20,1,0,1,0,0,40,3,0,219621,26985,19888,7,0,0,SOLO,0,321,83,85,13,5,4,7,14,398,Liked ,False,100,MIDDLE,34,2153,264088,43955,0,32719,5038,0,215,129,197,1,0,12793,8239,3373,2,3,2,0,0,22,1,3,5,True,NA1_4569246105
0,0,17,1,0,0,2,17523,17,236,Lucian,0,0,1,4285,12777,4285,12168,0,7,0,1,1,True,6,0,False,False,False,False,False,False,1,14674,12650,2,BOTTOM,0,0,0,3035,6671,3006,3094,6675,1018,3363,21,3,7,BOTTOM,501,2,2,621,15586,4994,10186,0,18,0,0,1,0,0,0,4,0,137394,20168,14616,504,0,0,SOLO,0,76,56,63,10,6,4,8,7,195,Judąh,False,100,BOTTOM,3,2153,156184,27712,0,25691,5684,942,191,31,258,5,0,3203,2549,889,4,4,2,0,0,12,0,0,7,True,NA1_4569246105
2,23,11,0,0,0,0,14674,15,29,Twitch,0,23,7,1678,2666,1678,13067,0,6,4,0,0,True,14,1,False,False,False,False,False,False,0,14307,13300,0,UTILITY,0,0,0,3115,3041,3864,3020,4644,4645,3364,27,2,13,JUNGLE,0,5,1,707,30608,12327,7991,0,18,0,0,0,0,0,49,5,0,36788,13672,16617,3836,0,0,NONE,0,69,42,42,18,6,4,9,14,45,Kórn,False,100,UTILITY,13,2153,92431,43671,0,25910,6144,0,51,236,202,1,0,25034,17671,1301,1,2,2,0,0,97,4,7,42,True,NA1_4569246105
0,0,7,0,0,0,0,18301,17,516,Ornn,0,9,5,2299,2424,2299,83110,0,6,3,0,0,True,3,4,False,False,False,False,False,False,2,12645,12075,1,TOP,0,0,1,3083,1057,7027,3068,3111,3066,3340,25,1,5,TOP,0,2,1,676,83992,13176,27490,0,0,0,1,0,0,0,7,6,0,75539,7317,19396,23,1,0,SOLO,0,96,85,51,21,3,4,5,12,152,kata300,False,200,TOP,47,2153,168086,20833,0,55886,13411,5902,216,611,205,5,0,8554,339,8998,1,1,10,0,0,25,4,1,13,False,NA1_4569246105
0,0,4,0,0,0,0,13162,15,84,Akali,0,14,4,28,1482,28,21710,0,11,2,1,0,True,5,0,False,False,False,False,False,False,0,11787,11725,0,MIDDLE,0,0,1,7011,3135,1052,0,4645,3020,3364,23,2,9,MIDDLE,0,3,2,503,80462,22958,13661,0,0,0,1,0,0,0,0,8,0,10834,1127,17612,3456,0,0,SOLO,0,116,31,48,25,5,4,7,14,460,Yingbi Ge,False,200,MIDDLE,1,2153,95444,25848,0,35076,1394,0,133,31,361,1,0,4147,1762,3801,0,0,10,0,0,22,2,4,4,False,NA1_4569246105
0,2,11,1,0,0,0,15022,16,119,Draven,0,0,4,2707,3553,2707,22666,0,8,1,1,0,True,39,0,False,True,False,True,False,False,0,16484,15125,0,BOTTOM,0,0,1,3072,3508,3006,3031,3094,6670,3363,23,3,7,BOTTOM,1049,2,2,616,1896,304,12160,0,16,0,1,0,0,0,3,9,0,239988,28967,12621,3,0,0,CARRY,0,80,231,28,22,5,4,6,7,92,about2flash,False,200,BOTTOM,20,2153,243920,30251,0,31672,5605,600,252,167,274,3,0,2035,979,6891,1,1,10,0,0,27,3,1,11,False,NA1_4569246105
0,0,22,0,0,0,0,13776,15,412,Thresh,0,1,5,956,1022,956,40189,0,9,1,0,0,True,3,5,True,False,True,False,False,False,5,9127,8775,1,UTILITY,0,0,1,3860,7019,3107,3109,3111,0,3364,23,0,0,BOTTOM,0,0,0,602,19248,5855,12403,0,0,0,1,0,0,0,3,10,0,6639,917,16195,5580,0,0,SUPPORT,0,35,36,24,7,8,4,5,14,106,SpicySprite35,False,200,UTILITY,40,2153,32567,8040,5056,34869,3089,1159,40,208,285,5,0,6679,1267,6270,0,1,10,0,0,35,1,5,14,False,NA1_4569246105
0,3,2,0,0,0,0,13547,15,75,Nasus,0,0,1,3718,19221,3718,36466,0,4,0,0,1,True,6,0,False,False,False,False,False,False,8,10848,9300,0,TOP,0,0,2,1054,6632,3158,3065,3105,1033,3340,18,0,2,TOP,0,0,1,543,13171,3138,23387,0,16,0,1,0,0,0,3,1,0,120586,13243,14254,1158,0,0,SOLO,0,185,28,35,6,4,4,4,6,268,Mini Horst Dawg,False,100,TOP,17,1671,139207,16611,0,39943,7132,0,168,106,89,1,0,5449,228,2302,1,1,10,0,0,7,0,0,4,False,NA1_4569231989
0,4,2,0,0,0,0,10046,13,32,Amumu,0,0,0,206,16136,206,26098,0,10,0,0,0,True,4,0,False,False,False,False,False,False,0,8738,8150,0,JUNGLE,0,0,2,3111,3068,1057,4637,0,0,3340,14,1,3,JUNGLE,0,2,1,753,111384,10985,20246,0,98,0,1,0,0,0,4,2,0,14062,441,14501,584,0,0,NONE,0,54,81,128,8,15,11,4,4,239,RoachKO,False,100,JUNGLE,27,1671,156980,12233,0,35304,333,0,53,181,309,1,0,31534,806,556,0,0,10,0,0,12,0,1,7,False,NA1_4569231989
0,4,1,0,0,0,1,11995,14,157,Yasuo,0,9,1,572,2011,572,19020,0,5,0,0,0,True,14,1,False,False,False,False,False,False,0,8686,8750,0,MIDDLE,0,0,2,6673,3006,3031,1036,0,0,3340,20,0,1,MIDDLE,402,0,1,407,6581,414,12106,0,30,0,1,0,0,0,7,3,0,124055,6904,8014,4683,0,0,SOLO,0,232,9,72,3,4,4,5,14,145,Làgging,False,100,MIDDLE,18,1671,134623,8326,0,20988,1029,0,161,144,130,1,0,3986,1006,866,0,0,10,0,0,10,0,0,8,False,NA1_4569231989
0,0,5,0,0,0,0,10450,13,134,Syndra,0,0,3,361,3251,361,6501,0,4,1,0,0,True,0,0,False,False,False,False,False,False,0,9143,8925,0,BOTTOM,0,0,2,2031,3040,6655,3020,1082,4630,3340,15,0,2,BOTTOM,0,0,1,716,103352,15633,5357,0,1,0,1,0,0,0,0,4,0,7354,569,6043,907,0,0,CARRY,0,159,112,42,6,5,6,3,4,91,Buśsy,False,100,BOTTOM,39,1671,116212,16862,0,11589,0,0,175,395,89,0,0,5505,659,188,0,0,10,0,0,13,1,0,9,False,NA1_4569231989
0,0,3,0,0,0,0,8488,11,53,Blitzcrank,0,1,3,78,78,78,12142,0,6,0,0,0,True,2,0,False,False,False,False,False,False,0,6830,6750,0,UTILITY,0,0,2,3860,2065,3117,3109,1028,0,3364,17,0,3,BOTTOM,0,0,1,690,8212,5819,14074,0,0,0,1,0,0,0,0,5,0,4924,2233,6963,5452,0,0,SUPPORT,0,32,25,25,6,6,14,6,4,280,Gingername,False,100,UTILITY,42,1671,19044,8892,0,21135,1053,0,25,172,147,1,0,5907,838,97,0,0,10,0,0,35,0,2,17,False,NA1_4569231989
0,1,11,0,1,0,0,13329,15,77,Udyr,0,7,4,2235,37809,2235,48014,0,1,2,0,3,True,2,1,False,True,False,False,False,False,5,11709,10875,0,JUNGLE,0,1,0,6665,4637,3009,2055,3110,1082,3364,18,1,8,JUNGLE,0,8,1,1542,118771,18741,11451,0,136,0,0,1,0,0,13,7,0,46429,4588,17868,3796,0,0,NONE,0,75,67,89,156,16,11,6,6,413,Dãwn,False,200,JUNGLE,42,1671,206123,24657,0,30067,4960,0,39,1755,46,1,0,40922,1327,748,1,4,1,0,0,25,3,4,4,True,NA1_4569231989
0,0,10,0,0,0,0,13752,15,68,Rumble,0,0,2,3505,7517,3505,12927,0,3,0,0,0,True,1,0,True,False,False,False,False,False,1,11886,11500,0,MIDDLE,0,1,0,4636,4645,3135,3020,3108,0,3340,17,2,8,MIDDLE,0,4,1,788,104645,26270,11001,0,0,0,0,1,0,0,0,8,0,12903,961,9588,508,0,0,SOLO,0,105,133,105,9,3,4,6,14,397,ApplePieOfAngry,False,200,MIDDLE,16,1671,123570,28327,0,21796,1823,0,159,184,101,1,0,6022,1096,1206,4,4,1,0,0,13,0,1,7,True,NA1_4569231989
0,1,6,0,0,0,1,11355,13,51,Caitlyn,0,0,1,10820,16271,10820,4668,0,1,0,0,0,True,4,0,False,False,False,False,False,False,0,11381,10175,0,BOTTOM,2,2,0,6676,6671,3006,1055,1038,1037,3363,15,1,6,BOTTOM,1008,5,1,1534,1263,1183,6148,0,0,0,0,1,0,0,1,9,0,125199,17662,4269,4533,0,0,CARRY,0,39,31,21,7,4,7,4,4,189,Suckmyboots,False,200,BOTTOM,18,1671,126650,19006,0,11781,2093,389,170,53,43,3,0,187,159,1362,3,5,1,0,0,14,0,1,7,True,NA1_4569231989
0,0,11,0,0,0,0,9749,12,16,Soraka,0,4,8,1407,2827,1407,2956,0,5,4,0,0,True,3,0,False,False,False,False,False,False,0,6824,6000,0,UTILITY,0,2,0,3853,6617,2055,3916,3158,3114,3364,21,0,0,BOTTOM,0,0,0,389,9561,2811,4864,0,0,0,0,1,0,0,0,10,0,1921,75,1495,775,0,0,SUPPORT,0,64,58,23,6,5,21,3,4,320,AvengedDeath,False,200,UTILITY,26,1671,11483,2886,1306,6875,22255,19469,9,122,136,5,0,0,0,514,0,6,1,0,0,56,6,4,20,True,NA1_4569231989
0,3,4,0,0,0,0,18815,18,84,Akali,0,7,9,1713,3983,1713,38166,0,10,5,3,0,True,2,1,False,False,False,False,False,False,10,16851,15830,0,TOP,0,0,1,3152,3165,3157,4645,3020,3113,3364,34,3,19,JUNGLE,0,10,2,625,128518,48135,29588,0,10,0,1,0,0,0,13,1,0,14016,2861,24957,5141,0,0,NONE,0,179,37,119,40,4,12,5,14,391,Vladiz,False,100,TOP,5,2682,143907,52345,0,56393,5659,0,162,90,423,1,0,1371,1347,1847,2,3,8,0,0,39,6,3,15,False,NA1_4569200330
1,6,20,0,0,0,1,19415,18,113,Sejuani,0,40,5,4291,31275,4291,180536,0,9,0,0,2,True,0,0,False,False,False,False,False,False,0,17179,16400,1,JUNGLE,0,1,1,3075,3193,3111,3083,3084,3066,3340,26,2,11,JUNGLE,40,4,1,688,81071,20388,46391,0,169,0,1,0,0,0,6,2,0,148789,27065,46545,554,0,0,NONE,0,96,165,143,15,6,4,27,11,284,jlek,False,100,JUNGLE,83,2682,297665,51187,0,97903,4690,0,43,577,470,1,0,67803,3733,4965,3,3,8,0,0,36,0,3,14,False,NA1_4569200330
0,0,14,0,0,0,0,18264,17,777,Yone,0,7,1,1357,7341,1357,63809,0,17,0,0,0,True,0,0,False,False,False,False,False,False,0,15264,15000,0,MIDDLE,0,0,1,3153,3006,6673,3031,6333,0,3340,22,1,7,MIDDLE,649,2,1,396,24556,8106,29631,0,4,0,1,0,0,0,1,3,0,147378,28004,16401,5270,0,0,SOLO,0,300,67,62,17,9,14,5,4,622,Singed Butthair,False,100,MIDDLE,57,2682,189821,43558,0,50848,4871,0,203,152,662,1,0,17886,7447,4815,0,1,8,0,0,24,0,6,8,False,NA1_4569200330
0,5,8,0,0,0,0,20560,18,81,Ezreal,0,13,5,1599,18166,1599,20336,0,10,0,0,0,True,4,0,False,False,False,False,False,False,0,15869,14950,2,BOTTOM,0,1,1,3508,3158,6675,6672,3036,1053,3363,31,3,9,BOTTOM,592,2,1,529,41251,15074,23909,0,43,0,1,0,0,0,0,4,0,200293,25869,14781,3015,0,0,CARRY,0,406,75,94,23,7,1,7,4,200,Mikjáll,False,100,BOTTOM,10,2682,255688,45189,0,39794,2187,0,213,162,445,1,0,14144,4246,1103,0,1,8,0,0,55,0,1,16,False,NA1_4569200330
0,1,26,4,0,0,0,17274,17,26,Zilean,0,15,2,1658,7547,1658,12527,0,4,0,0,0,True,6,1,False,False,False,False,False,False,4,11154,10950,0,UTILITY,1,1,1,3158,2065,3853,4629,4628,3191,3364,21,0,1,BOTTOM,0,0,1,881,78589,21504,20899,0,7,0,1,0,0,0,6,5,0,4722,492,7516,5692,0,0,SUPPORT,0,450,246,213,18,7,4,9,3,247,WizardPie,False,100,UTILITY,68,2682,83311,21997,3383,29395,20140,8722,52,360,164,5,0,0,0,979,0,3,8,0,0,78,0,6,32,False,NA1_4569200330
4,21,17,1,0,0,7,25885,18,75,Nasus,0,2,5,7963,32502,7963,140635,0,6,2,0,0,True,10,0,True,False,False,False,False,False,0,19330,17780,4,TOP,0,1,1,3065,6632,3047,3075,3110,4401,3364,26,2,11,TOP,64,7,1,811,50185,18212,38072,0,9,1,0,1,0,0,23,6,0,212387,38089,30852,983,0,0,SOLO,0,301,41,68,20,4,12,7,4,213,animelover13,False,200,TOP,23,2682,270108,57928,0,74568,21325,0,206,1152,244,1,0,7536,1626,5644,3,5,5,0,0,25,2,2,7,True,NA1_4569200330
0,1,8,0,0,0,0,20785,18,105,Fizz,0,20,16,3558,4667,3558,34432,0,12,6,0,0,True,11,0,False,False,False,False,False,False,3,15775,13550,0,MIDDLE,1,1,1,3157,3145,1082,3089,6655,3020,3340,33,3,10,MIDDLE,0,3,1,598,136649,31559,17735,0,4,0,0,1,0,0,10,8,0,21794,4014,21638,5454,0,0,SOLO,0,57,112,155,22,8,14,6,4,538,moist pussi,False,200,MIDDLE,14,2682,165507,37676,0,42141,5967,0,193,125,490,1,0,7063,2103,2767,1,2,5,0,0,50,7,2,17,True,NA1_4569200330
1,5,12,2,0,0,3,21351,18,22,Ashe,0,5,1,5211,18946,5211,19485,0,11,0,1,1,True,9,4,False,False,False,True,False,False,23,16898,16780,0,BOTTOM,0,0,1,6672,3046,3085,3031,3036,3006,3340,24,1,6,BOTTOM,670,3,2,543,4010,3693,19037,0,54,0,0,0,0,0,13,9,0,232201,21033,15112,5540,0,0,CARRY,0,32,129,4,20,5,4,8,7,263,Leoo Jin,False,200,BOTTOM,56,2682,268301,27804,0,36061,5146,998,240,897,451,3,0,32090,3078,1911,3,5,5,0,0,23,0,3,12,True,NA1_4569200330
2,1,15,0,0,0,0,16809,17,99,Lux,0,3,8,2934,5893,2934,19688,0,14,5,0,1,True,6,0,False,False,True,False,False,False,0,12892,12500,0,UTILITY,0,0,1,6655,3853,3157,4645,3020,1058,3364,26,0,5,BOTTOM,0,0,1,531,75964,28083,21030,1,4,0,0,0,0,0,0,10,0,4876,256,11040,5465,0,0,SUPPORT,0,55,30,150,18,6,3,5,4,310,mooicide69,False,200,UTILITY,59,2682,82161,29632,5325,33689,3643,0,54,252,558,1,0,1320,1292,1618,0,4,5,0,0,97,6,9,39,True,NA1_4569200330
0,4,8,0,0,0,4,15769,16,107,Rengar,0,2,1,3999,16221,3999,31763,0,2,0,0,0,True,7,2,False,False,False,False,False,False,0,13726,12800,1,TOP,0,1,0,3742,4401,6632,3047,3123,3133,3340,20,2,10,JUNGLE,1425,5,1,969,25099,2917,8870,2,18,0,0,0,0,0,15,1,0,120487,19757,19833,5635,0,0,NONE,0,190,93,80,8,5,14,4,4,247,676,False,100,TOP,15,1706,152912,23923,0,30448,16103,0,169,207,51,1,0,7325,1248,1743,1,3,4,0,0,18,0,2,9,True,NA1_4569173657
0,5,5,1,0,0,3,15954,16,777,Yone,0,8,4,5856,24882,5856,29389,0,8,0,3,0,True,10,0,False,False,False,False,False,False,1,13993,11800,1,MIDDLE,0,1,0,1055,3006,6673,3031,6333,0,3340,19,5,12,TOP,4452,3,2,355,23860,3980,10004,0,4,0,0,1,0,0,14,3,0,141396,14171,17821,5417,0,0,SOLO,0,241,82,49,9,5,4,5,14,198,Sahal,False,100,MIDDLE,20,1706,181458,21920,0,28673,4754,0,182,212,284,1,0,16201,3768,847,1,3,4,0,0,16,0,1,8,True,NA1_4569173657
0,2,4,0,0,0,0,12776,14,21,MissFortune,0,1,1,9237,16291,9237,11491,0,3,0,0,0,True,5,1,False,False,False,False,False,False,0,10613,9760,0,BOTTOM,1,1,0,3035,6672,3006,0,3031,0,3340,19,2,5,BOTTOM,803,3,1,1063,5227,952,7459,0,8,0,0,1,0,0,1,4,0,119888,9830,13121,5526,0,0,CARRY,0,79,42,32,4,2,1,3,4,444,768,False,100,BOTTOM,6,1706,133076,11428,0,21069,3432,0,170,178,116,1,0,7960,645,487,3,6,4,0,0,14,0,4,5,True,NA1_4569173657
0,1,14,1,0,0,2,11648,14,37,Sona,0,2,10,4940,8665,4940,12105,0,1,2,0,1,True,4,7,False,False,False,False,False,False,8,8773,6850,0,UTILITY,0,1,0,3916,1058,3853,3070,6617,3158,3364,26,1,2,BOTTOM,0,2,1,904,25148,6938,4509,0,4,1,0,1,0,0,2,5,0,4992,1339,10340,3838,0,0,SUPPORT,0,85,83,89,8,4,4,3,14,286,QueenFear830,False,100,UTILITY,11,1706,30464,8601,7176,15354,17323,8649,25,29,21,5,0,323,323,504,4,6,4,0,1,61,2,9,21,True,NA1_4569173657
0,6,6,0,0,0,0,13755,15,39,Irelia,0,7,3,4173,7348,4173,22215,0,7,2,1,0,True,4,0,False,False,False,False,False,False,0,11705,11383,0,TOP,0,0,1,1054,3153,6333,3047,3078,0,3340,19,2,5,MIDDLE,0,2,2,461,16521,4492,6440,0,4,0,1,0,0,0,2,6,0,131267,10973,11871,3613,0,0,DUO,0,230,22,59,10,7,14,4,4,395,1st item ak47,False,200,TOP,14,1706,152807,16694,0,21525,1963,0,209,69,188,1,0,5018,1227,3213,1,1,9,0,0,28,2,0,11,False,NA1_4569173657
1,3,4,0,0,0,0,12195,14,121,Khazix,0,14,1,466,16784,466,17457,0,9,0,1,1,True,10,5,True,False,False,False,False,False,1,10444,9750,0,JUNGLE,0,0,1,6691,3134,3158,3142,3133,0,3340,23,1,3,JUNGLE,0,2,2,276,1097,1097,7268,0,130,0,1,0,1,0,6,7,0,152143,13685,21023,0,0,0,NONE,0,174,100,51,22,17,11,5,4,98,godknx,False,200,JUNGLE,9,1706,183738,15975,0,29536,3769,0,35,242,254,1,0,30497,1192,1244,1,1,9,0,0,28,0,3,9,False,NA1_4569173657
0,0,6,0,0,0,0,9920,12,74,Heimerdinger,0,5,3,104,4447,104,12397,0,13,1,1,0,True,1,0,False,True,False,False,False,False,0,8903,8525,0,MIDDLE,0,0,1,3157,1011,6653,3020,0,0,3340,19,1,6,MIDDLE,0,2,2,488,65069,25717,7896,0,2,0,1,0,0,0,1,8,0,7232,1315,13346,5692,0,0,DUO,0,77,63,48,11,4,12,4,4,458,king22kyle,False,200,MIDDLE,27,1706,73726,27032,0,23211,434,0,82,173,401,1,0,1425,0,1968,0,0,9,0,0,10,1,0,7,False,NA1_4569173657
0,0,3,0,0,0,0,11173,13,202,Jhin,0,2,5,3506,6269,3506,7756,0,5,0,0,0,True,2,3,False,False,False,False,False,False,0,10039,10000,0,BOTTOM,0,0,1,3009,3031,6671,3035,1018,0,3340,19,0,2,BOTTOM,1157,0,1,903,5990,1795,4788,0,1,0,1,0,0,0,0,9,0,121697,10287,9904,4804,0,0,CARRY,0,64,32,32,10,2,7,1,4,261,DuoH2o,False,200,BOTTOM,26,1706,128326,12235,0,14777,2279,178,191,109,141,2,0,638,152,83,2,2,9,0,0,6,0,0,7,False,NA1_4569173657
